Source,Target,Weight
curds,ground turmeric,0.2735457654126974
confectioners sugar,vanilla,0.27919232492191864
fresh dill,greek style plain yogurt,0.2720333211807484
green cardamom pods,lamb shoulder,0.3239456649409496
chickpea flour,green chilies,0.2631611228703846
clams,squid,0.32637039306991866
brown mustard seeds,cauliflower florets,0.35891932800917853
lump crab meat,old bay seasoning,0.33537770278355217
green cardamom pods,serrano chile,0.2536609863563167
miso paste,white miso,0.27565620005835423
onion powder,paprika,0.3001873426410995
mirin,salmon fillets,0.2637488435846951
fennel bulb,fennel seeds,0.2862312697192802
kimchi,toasted sesame seeds,0.2774328049069325
konbu,soba noodles,0.3551596298290017
daikon,english cucumber,0.26250298715468773
littleneck clams,lobster,0.3645328664614227
cucumber,feta cheese crumbles,0.2654809563286847
rosemary,thyme,0.3654592779844172
italian salad dressing,rotini,0.32334815845474774
red enchilada sauce,shredded cheddar cheese,0.2647022282743153
roasted tomatoes,smoked paprika,0.30193942889788594
pecorino cheese,peeled tomatoes,0.2943960701602644
light corn syrup,refrigerated piecrusts,0.2838349021079232
chees fresh mozzarella,fresh basil,0.25226784254899376
dry sherry,hoisin sauce,0.2616179453767513
chopped celery,chopped onion,0.32122709880660844
dark rum,golden brown sugar,0.25673995686620305
lamb shoulder,steamed rice,0.25378123505916467
amchur,cumin seed,0.3225491390388996
lamb shoulder,saffron,0.2658982194896184
hominy,pork shoulder,0.27227816576602776
chicken wings,chili sauce,0.2563440282697499
cheese tortellini,fresh leav spinach,0.27462427881460927
coriander,skinless chicken breasts,0.30632139905297917
diced green chilies,white hominy,0.250380254975614
lasagna noodles,part-skim mozzarella cheese,0.29861585211157116
corn husks,poblano chiles,0.2649339421801189
edamame,white miso,0.3019763020984918
napa cabbage,seasoned rice wine vinegar,0.28497810976976906
peanut butter,peanuts,0.343372643636747
hoisin sauce,rice vinegar,0.2737996690243694
red chili peppers,tamarind paste,0.2706108506212268
grated lemon peel,grated orange peel,0.2917983815389107
ground ginger,ground nutmeg,0.26540583006204793
almond extract,unflavored gelatin,0.2851689162830618
cremini mushrooms,shiitake mushroom caps,0.346238588694168
dipping sauces,salad,0.26478722243457176
buttermilk,yellow corn meal,0.31324727163333854
beef rib short,pears,0.25479500601442057
cauliflower,tumeric,0.2536894075053711
low sodium soy sauce,shiitake mushroom caps,0.3236469479198805
coconut milk,lemongrass,0.2995995800008591
beef stock,red wine,0.2514549716429982
grated coconut,urad dal,0.38988871727110125
ground ginger,prunes,0.28708247980870294
ice cubes,superfine sugar,0.27922335274595633
mexican cheese blend,non-fat sour cream,0.2887314757624554
hamburger buns,mayonaise,0.25707997304860725
green chilies,urad dal,0.28502760977668073
grated nutmeg,parmigiano reggiano cheese,0.26561001629100045
quickcooking grits,sharp cheddar cheese,0.2714851404198497
celery salt,sweet paprika,0.30277728013550004
bittersweet chocolate,cocoa powder,0.26696953239101395
curry leaves,fennel seeds,0.2669235405138011
fenugreek leaves,paneer,0.3811939280336558
instant espresso powder,pure vanilla extract,0.3064286576785497
amchur,coriander,0.2767756244730876
lettuce,salsa,0.2741492396177138
dried shrimp,white pepper,0.26121691876726344
bird chile,mint,0.2555655855314953
allspice,clove,0.2514822419433541
celery seed,ground cayenne pepper,0.26036130259176116
hazelnuts,unsweetened cocoa powder,0.25697087039599414
leeks,turnips,0.2845734756865604
broccoli florets,sliced carrots,0.30473026448018325
bottled clam juice,sea scallops,0.3165827758837463
curds,fennel seeds,0.2665773523475358
crème fraîche,sourdough bread,0.2510252679276366
beef tenderloin,puff pastry,0.3366773037525328
arborio rice,grated parmesan cheese,0.25908068385848754
coriander seeds,whole cloves,0.3580724591104528
fish sauce,rice noodles,0.3166406596996311
curds,ginger paste,0.27088092905135625
low-fat sour cream,plain low-fat yogurt,0.2754244220020176
fish fillets,lobster,0.29747581885203633
coriander powder,ground turmeric,0.39645866845194694
carrots,parsnips,0.25086792935156826
bourbon whiskey,pure vanilla extract,0.26735285857577007
fresh raspberries,whipping cream,0.3068783757016228
reduced-fat sour cream,whole wheat tortillas,0.2556806627688732
anise,grated lemon peel,0.26644125661416174
ghee,saffron,0.2840069389589469
coconut,green cardamom,0.3222585333537049
chili sauce,peanut butter,0.26309972881609517
savoy cabbage,white miso,0.25897153492467434
cannellini beans,white beans,0.25668901391550447
cilantro leaves,mint leaves,0.2866127923330909
miso paste,ramen noodles,0.3879166751223127
lime,rice noodles,0.2642359615549972
sesame seeds,soy sauce,0.26811346327860147
blackberries,mint sprigs,0.29505927645707736
couscous,ground ginger,0.2517719232872955
rice,urad dal,0.27333090738852117
coriander seeds,grated coconut,0.2600421236182673
green cardamom,ground turmeric,0.2754942215540236
thai fish sauce,thai green curry paste,0.34085544586135064
nonstick spray,sweet pepper,0.3645328664614227
ground almonds,lemon zest,0.25852327882377446
cooking wine,light soy sauce,0.28471566088845346
celery ribs,pancetta,0.253176480846154
celery salt,coarse sea salt,0.30371961227426947
ancho chile pepper,chuck roast,0.2582342718359173
anchovies,pitted kalamata olives,0.27073158004523257
galangal,lemongrass,0.4782107089816415
kimchi,sesame seeds,0.2684776871164063
asafoetida,grated coconut,0.3221870000814731
ground nutmeg,sweet potatoes,0.2634288197207986
ancho powder,roasted tomatoes,0.2869126871013752
large egg yolks,whipping cream,0.2835369350766434
biscuits,sage,0.2784776036179701
cremini mushrooms,fresh parmesan cheese,0.27027550315476584
cornflour,tomato ketchup,0.34963825453426156
elbow macaroni,sharp cheddar cheese,0.3201126321677223
peaches,turbinado,0.3009755064085039
bourbon whiskey,ice water,0.2608431938193781
coriander seeds,cumin seed,0.39578424335246865
curry powder,red lentils,0.26292072801668126
cooking spray,plain low-fat yogurt,0.25473814854752697
cocoa powder,condensed milk,0.3371404494341363
condensed cream of chicken soup,swiss cheese,0.33455897205168883
palm sugar,roasted peanuts,0.32251697159099024
allspice,cognac,0.26053385165900034
sesame oil,sesame seeds,0.30763895232195226
bourbon whiskey,semi-sweet chocolate morsels,0.3315784893025557
anchovy paste,green beans,0.2691117254162777
bamboo shoots,snow peas,0.2822363470077438
cayenne,scallion greens,0.3041690505286069
creole mustard,light mayonnaise,0.36474009402931606
bottled clam juice,littleneck clams,0.2740131056232706
dashi,sake,0.37454990211644335
black beans,chili powder,0.26367181516078836
lemon zest,orange zest,0.29454071419345923
chopped fresh mint,ground lamb,0.3170700379788787
dry sherry,water chestnuts,0.2712594300914251
garam masala,ginger,0.268068856527295
garlic chili sauce,teriyaki sauce,0.25204458858488876
beef broth,swiss cheese,0.26412657846932064
cauliflower florets,malt vinegar,0.2604467575444453
green cardamom,saffron,0.33655560859661326
black mustard seeds,urad dal,0.2743153984831687
curry paste,skinless chicken breasts,0.34293197604053793
curry paste,mango chutney,0.29036891084665095
feta cheese,ground lamb,0.27686225953388344
seasoned rice wine vinegar,shredded carrots,0.2802750717437198
lean ground beef,taco seasoning mix,0.28859808587510716
peanuts,rice noodles,0.33021545357324805
vanilla beans,vanilla ice cream,0.25916804108020247
cannellini beans,escarole,0.38988668790438885
garam masala,garlic paste,0.37722465528315774
coriander powder,paneer,0.3806944656735666
amchur,lentils,0.27477950557672304
cinnamon sticks,mace,0.31426041637661023
peanuts,tamarind paste,0.26621177002537655
curds,mint leaves,0.3108428825181447
cardamom,cinnamon,0.3150666817159689
chinese five-spice powder,star anise,0.29891576735051784
coconut cream,palm sugar,0.29804365571383734
california bay leaves,reduced sodium chicken broth,0.32965618921821915
fennel,mussels,0.2854701971978049
lamb shoulder,prunes,0.3040283143522739
mirin,sake,0.4492380194863931
clarified butter,phyllo dough,0.2684855963285747
california bay leaves,celery ribs,0.28130934614102465
sesame oil,toasted sesame seeds,0.28840528302200397
english cucumber,rice paper,0.2880321362407531
ghee,ground cardamom,0.30921836974608674
coconut milk,palm sugar,0.2662566126854698
chinese cabbage,shredded carrots,0.2601165331760731
fish,mussels,0.2572309230754347
beets,fresh dill,0.31308236051270893
rice noodles,roasted peanuts,0.3398837247400425
coffee,sweetened condensed milk,0.27313464744793187
fennel seeds,star anise,0.2961643307420118
amchur,potatoes,0.2640412639603921
fresh marjoram,fresh oregano leaves,0.266086149355307
serrano chilies,tomatillos,0.2966011635579181
beef broth,french bread,0.25082474464646154
ground lamb,mint,0.25967640637983797
broccoli florets,sugar pea,0.25551191092737713
chuck,thick-cut bacon,0.2993681128260356
andouille sausage,diced celery,0.27947194615329896
galangal,serrano chilies,0.28188061678174586
napa cabbage,shiitake,0.27419587075654217
crimini mushrooms,fusilli,0.2690089438716563
andouille sausage,cooked rice,0.2549195054053646
shredded parmesan cheese,white beans,0.25674363121218946
bok choy,wonton wrappers,0.2594009617226062
coriander seeds,star anise,0.26786250700588926
tahini,white miso,0.3154149142089544
bananas,dark rum,0.3261687728419657
bananas,condensed milk,0.25413291179666153
pork sausages,thick-cut bacon,0.2597199852143439
kale,mustard greens,0.27056189535533565
cream style corn,yellow corn meal,0.2898803044602592
fresh raspberries,strawberries,0.3178306616205495
apple juice,baby carrots,0.2633561063201339
granulated garlic,onion powder,0.311033600207337
dill,parsnips,0.2858725074090955
chili sauce,tomato ketchup,0.27414938650789344
galangal,thai chile,0.25876673488579627
grated nutmeg,ricotta,0.27402305141188615
fresh orange juice,grated orange,0.3883880880710902
bamboo shoots,egg roll wrappers,0.2724391577546522
allspice,anise,0.27064621342094153
bird chile,rice vermicelli,0.3383200270207801
cumin seed,curry leaves,0.32516376843548356
beer,malt vinegar,0.2909092730293397
green cardamom,tumeric,0.28369912864172325
egg roll wrappers,pork sausages,0.2855630571881227
cardamom,mace,0.3346874898350417
mung bean sprouts,rice noodles,0.29153835084890317
ancho chile pepper,chipotle chile,0.3487778598605476
buttermilk,white cornmeal,0.35996124210067054
shredded lettuce,taco shells,0.3488847707507053
cardamom,star anise,0.3003099363291215
galangal,lemon grass,0.40534608495080815
low sodium soy sauce,peeled fresh ginger,0.34470478613200817
pearl onions,red wine,0.3120301505939678
fish,peeled tomatoes,0.25744231999840256
cilantro leaves,green cardamom,0.2738831858978759
fruit,superfine sugar,0.2637843843802001
cooked chicken,enchilada sauce,0.265272709483977
grated orange peel,vegetable oil spray,0.29243721900150027
ricotta,swiss chard,0.26925803163010875
powdered sugar,vanilla extract,0.3212158130044536
arborio rice,radicchio,0.25247156805828314
crimini mushrooms,marsala wine,0.2730658228000671
asian fish sauce,mung bean sprouts,0.2527459066020604
mirin,sushi rice,0.29456504951268137
green chilies,ground turmeric,0.3178871786927462
kimchi,tofu,0.2758789427945378
rice paper,seedless cucumber,0.2678006101645659
sweetened condensed milk,vanilla extract,0.25315541046295464
reduced-fat sour cream,shredded lettuce,0.2611986770397893
pure vanilla extract,salted butter,0.2551509458630371
peanut butter,sriracha,0.2520862330830369
italian sausage,lasagna noodles,0.2889269693134665
jicama,rice paper,0.2913014814979793
chopped fresh mint,mint sprigs,0.2501222062945544
ground allspice,ground ginger,0.2592581271174711
cream of tartar,large egg whites,0.3676136047818332
rib,swiss chard,0.3317226152955824
fresh parmesan cheese,penne,0.2616375448835773
red enchilada sauce,shredded cheese,0.25237636892638077
nori,white rice,0.3196336994470089
provolone cheese,sourdough bread,0.26832043029824487
pepper flakes,pork belly,0.25289112665536945
green cardamom pods,whole cloves,0.3619810967801416
cooking spray,fat free yogurt,0.26995286596583096
ancho powder,chile powder,0.2588564563646634
garlic paste,mint leaves,0.2838399327610309
green olives,preserved lemon,0.34796287927653685
green bell pepper,okra,0.2597081268857105
beef tenderloin,watercress,0.2561609893562481
gingerroot,seasoned rice wine vinegar,0.25214730365769145
baking soda,whole wheat flour,0.2902038657680703
fenugreek leaves,garam masala,0.35863330761644785
curds,ghee,0.3161299309042275
fish stock,leeks,0.2705129536503077
low sodium soy sauce,sambal ulek,0.2717653195519399
almond extract,large egg whites,0.2730798221749635
confectioners sugar,superfine sugar,0.2611374210459836
cornmeal,pizza doughs,0.2553777935532371
large egg whites,unsweetened cocoa powder,0.25480939312724826
coriander seeds,kasuri methi,0.25400184754372573
chunky salsa,condensed cream of chicken soup,0.2514443323182224
flour tortillas,monterey jack,0.25599705230461767
marinade,sauce,0.3141849906775028
black olives,taco seasoning mix,0.2662232159603796
ground pork,spring roll wrappers,0.2924449369197999
light corn syrup,pecans,0.315332157624383
taco seasoning mix,tortilla chips,0.25721839775593
coffee,unsweetened cocoa powder,0.286591417090132
angel hair,artichoke hearts,0.2772971972338458
asafoetida,coconut,0.2729586842656433
green chilies,seeds,0.2775118015283623
mace,red chili powder,0.32792840063953177
frozen chopped spinach,ricotta cheese,0.3389954489929886
flour tortillas,guacamole,0.2927289627781905
shrimp paste,steamed rice,0.2826783879230111
ghee,green chilies,0.30505633608076965
green tomatoes,yellow corn meal,0.290260103245854
pepper jack,salsa,0.2783707590277573
peanut butter,rice paper,0.3222868707070579
curry leaves,ghee,0.26348887531201715
sage,thyme,0.30264795372220427
salad,seasoned rice wine vinegar,0.26358939342912335
egg substitute,margarine,0.25764474332807574
ground ginger,molasses,0.2681097383012285
ground coriander,ground turmeric,0.3092128731298198
black mustard seeds,cauliflower,0.2509570477307864
cooked ham,grated gruyère cheese,0.28579871176004107
enchilada sauce,green chile,0.2912328137790033
chillies,fillets,0.29768233100603375
cardamom,coriander,0.2797545385493733
heavy whipping cream,semisweet chocolate,0.25419303962629664
cayenne pepper,onion powder,0.28268276080987226
golden brown sugar,grated orange peel,0.27171302321227114
chopped fresh sage,italian turkey sausage,0.25745336853550094
cilantro stems,mustard greens,0.2643528938716462
ground pork,napa cabbage,0.27504732534171616
active dry yeast,all purpose unbleached flour,0.3264622393727565
corn syrup,pie crust,0.2988224604422918
enchilada sauce,taco seasoning,0.27294208125449365
pecan halves,pure vanilla extract,0.2661972704979551
beef brisket,beer,0.2770646645409923
manchego cheese,spanish chorizo,0.3143304152884046
bird chile,sambal ulek,0.2749660979262615
herbes de provence,olives,0.25333757190547934
dark sesame oil,shiitake mushroom caps,0.3039598746187247
cardamom pods,ginger paste,0.2976269982294376
chile powder,roasted tomatoes,0.2823722434970339
beansprouts,thai basil,0.27200457411325274
dried rosemary,small red potato,0.25141208101298856
asian fish sauce,thai green curry paste,0.3412727062990029
iceberg lettuce,taco shells,0.3062542580447
heavy whipping cream,unflavored gelatin,0.267448586605891
fresh marjoram,wild mushrooms,0.2754244220020176
dark sesame oil,peeled fresh ginger,0.37248757375022373
bay leaf,green cardamom,0.3099600064479775
pork butt,wine,0.2605586400606111
creole mustard,prepared horseradish,0.4378853641573248
part-skim mozzarella cheese,pizza sauce,0.2874396615303464
raspberries,strawberries,0.3283030715581978
cajun seasoning,crawfish,0.2932712570099829
dry yeast,fontina cheese,0.2524512482568062
baking soda,vanilla extract,0.2650732512926338
artichok heart marin,asiago,0.2887682192012962
shredded monterey jack cheese,sour cream,0.27346153484249053
celery,thyme,0.2546498721342363
broccoli florets,oyster sauce,0.2522300499639513
serrano chile,tomatillos,0.29129423094585666
coriander powder,ghee,0.30948693384349507
cream,ginger paste,0.2657990072074801
baby carrots,rubbed sage,0.2633561063201339
palm sugar,shrimp paste,0.36547791726601314
baguette,gruyere cheese,0.2565816933248194
firmly packed brown sugar,steamed rice,0.2844136515489799
pecans,vanilla extract,0.2584435150181944
basmati rice,curds,0.2727027077758275
italian seasoning,pepperoni,0.26570847180976914
savoy cabbage,soba noodles,0.26204837883776483
ginger,shaoxing wine,0.2564018216196923
brown mustard seeds,yukon gold potatoes,0.25867040558133886
granulated sugar,pure vanilla extract,0.3366339554867103
boneless chicken skinless thigh,plain low-fat yogurt,0.2665977912186698
chinese rice wine,dark soy sauce,0.30023841170070625
reduced sodium soy sauce,toasted sesame seeds,0.2840204090821292
ground cayenne pepper,ground coriander,0.25207725263013964
cardamom,ginger paste,0.27525367245308974
lettuce,rice paper,0.3276130768040211
mint,rice paper,0.325685912690375
garam masala,ground coriander,0.28108723971329697
kasuri methi,tumeric,0.2884398238049765
light mayonnaise,lump crab meat,0.2791855402697983
enchilada sauce,sour cream,0.2611757946199931
mung bean sprouts,rice paper,0.2665838539641244
clove,mace,0.35585151101188206
baby carrots,beef brisket,0.3155854232782007
mozzarella cheese,pasta sauce,0.30110590067977083
low-fat buttermilk,unflavored gelatin,0.2667556298053114
fenugreek leaves,ground turmeric,0.28443239308925355
frozen corn,quinoa,0.2666379536241484
basmati rice,clove,0.30717807445847056
chips,mexican cheese,0.2646882787172207
mung bean sprouts,snow peas,0.2742368436585097
blanched almonds,hazelnuts,0.25933859825415195
fresh coriander,tumeric,0.2696861451701497
fresh lime juice,lime rind,0.33736243464543425
cilantro stems,roasted tomatoes,0.34420703928791596
chinese rice wine,unsalted dry roast peanuts,0.27449280233849277
mussels,saffron threads,0.3693492236519495
black olives,refried beans,0.2925962265737457
chillies,garam masala,0.2560684090140591
green peas,short-grain rice,0.2543872018304665
coriander seeds,green cardamom pods,0.3097132996834868
capsicum,red chili powder,0.28584016924623107
cinnamon,tumeric,0.2518350459871799
mayonaise,prepared horseradish,0.3123011267003487
cornmeal,dry yeast,0.2895283891429837
arborio rice,vegetable broth,0.2503729036541344
ginger paste,yoghurt,0.3396068481366453
fenugreek seeds,tumeric,0.27679170820383925
ghee,ground turmeric,0.28631385838422757
dried porcini mushrooms,shiitake mushroom caps,0.26133301514621465
chuck,star anise,0.26567693361625566
chinese five-spice powder,light soy sauce,0.3029077095477633
fresh marjoram,pecorino cheese,0.3063824809262763
flour tortillas,refried beans,0.31828390356181974
miso paste,tofu,0.30937564624544545
rice wine,sesame oil,0.30014119444148296
cheddar cheese,taco sauce,0.25663546634573065
boneless pork loin,fresh herbs,0.27262919518531925
shortening,white sugar,0.2704126348101508
bread slices,skim milk,0.25637312607984253
hoisin sauce,rice paper,0.3276269007638636
clarified butter,semolina,0.2763500083642128
baking soda,yellow corn meal,0.28162765840658255
1% low-fat milk,rubbed sage,0.27643861334278663
dried basil,tomato sauce,0.2585999259312599
corn tortillas,skirt steak,0.2698288232170221
orange liqueur,orange zest,0.29905443280983623
kasuri methi,oil,0.28748828867441434
littleneck clams,peeled tomatoes,0.28560387118311
clam juice,dry white wine,0.28429746580193677
celery,green bell pepper,0.250641033490051
queso fresco,tomatillos,0.279237192024381
shredded monterey jack cheese,taco sauce,0.2659591297079439
baby carrots,herbes de provence,0.2831482769689685
fresh chives,haricots verts,0.290931974562577
reduced fat sharp cheddar cheese,skim milk,0.28948273020356197
baking powder,masa harina,0.25097265828683707
chopped fresh thyme,fresh rosemary,0.30918619559890725
light corn syrup,whipping cream,0.2633216475705455
lower sodium soy sauce,rice vinegar,0.27207507971121997
black mustard seeds,green chilies,0.252662673043248
reduced fat sharp cheddar cheese,reduced-fat sour cream,0.27043722756191196
asiago,fennel,0.2856775195087255
daikon,nori,0.2937943054272332
basmati rice,green cardamom pods,0.31913337034850214
guacamole,jack cheese,0.2608914802955542
egg yolks,firmly packed light brown sugar,0.268190904897976
mace,mint,0.2540457083618874
beaten eggs,chicken meat,0.2733847841265004
golden brown sugar,light corn syrup,0.28710157003871273
red chili powder,star anise,0.27203345497233283
ginger paste,masala,0.32423525640377004
coriander powder,garlic paste,0.43323984808396504
fresh mint,rice vermicelli,0.29269470685002097
lime slices,tequila,0.36605250311511217
dried basil,dried parsley,0.30790815035065217
flour tortillas,grated jack cheese,0.2615566273740633
dried porcini mushrooms,low salt chicken broth,0.25630589206050797
asafoetida,mustard seeds,0.37185437495420676
almond extract,almonds,0.3109490328908049
basmati rice,clarified butter,0.253900024003097
mozzarella cheese,ricotta,0.25231631344042726
coconut milk,curry powder,0.2754521496364959
ground beef,refried beans,0.28867873499079305
pecan halves,vanilla extract,0.2978817054967615
fish stock,lobster,0.3454230654359374
pico de gallo,queso fresco,0.2848692052071172
bread flour,cornmeal,0.28761514544651734
basmati rice,cardamom pods,0.34944203556127557
condensed cream of mushroom soup,mexican cheese,0.2996032115029102
seeds,whole wheat flour,0.25583970543541873
sushi rice,toasted sesame seeds,0.26580263042635
garam masala,yoghurt,0.3311519422213922
dates,maple syrup,0.2604069472429803
coriander,garlic paste,0.28075131904798967
ginger paste,tomato ketchup,0.2902613707041429
beef rib short,mung bean sprouts,0.2644868568024147
avocado,shredded lettuce,0.25583061517648376
green chilies,mint leaves,0.259115375621764
cake flour,vegetable shortening,0.273591713648373
seaweed,sushi rice,0.3692896170308789
baby spinach leaves,fat skimmed chicken broth,0.2703095086390046
chopped tomatoes,taco sauce,0.25951758784904594
ginger paste,ground turmeric,0.30160889020715737
egg substitute,skim milk,0.35100782605411585
taco sauce,taco shells,0.2952417548051477
cream of chicken soup,red enchilada sauce,0.2727141043831438
basmati rice,black mustard seeds,0.27671709384296067
prawns,rice paper,0.2607759733255378
edamame,sweet chili sauce,0.29588373052742134
baking powder,baking soda,0.3649564130240772
ancho chile pepper,anise,0.26292159839542906
shallots,shrimp paste,0.26549475960501695
chinese five-spice powder,white pepper,0.2567439011135617
italian turkey sausage,penne,0.3128963338061475
old bay seasoning,prepared horseradish,0.2530158334101639
pizza doughs,salami,0.2611236286773972
chopped tomatoes,shredded lettuce,0.26758425255874
dark rum,semisweet chocolate,0.27177195367188456
2% reduced-fat milk,condensed cream of chicken soup,0.250433405465372
ancho powder,apple cider vinegar,0.26431928300262203
asafoetida,dried red chile peppers,0.29697440104723016
arborio rice,dried porcini mushrooms,0.32271383597078124
lime zest,thai fish sauce,0.26291676605572195
lasagna noodles,sweet italian sausage,0.27056618814219624
fusilli,pecorino cheese,0.2798097760150569
curry leaves,semolina,0.2544104093845796
dry mustard,extra sharp cheddar cheese,0.2729884115330635
marinara sauce,mozzarella cheese,0.3148242582233607
lime wedges,white hominy,0.2766127080300308
fennel bulb,mussels,0.2620755097823411
salsa,taco seasoning,0.3317253808271525
pecans,vegetable oil spray,0.26072272571755434
cooking spray,reduced fat milk,0.28961254927275976
peanut butter,red curry paste,0.277687572140678
corn flour,garlic paste,0.2916435058937083
cream cheese,red food coloring,0.25338354727916673
asian fish sauce,rice noodles,0.30451380638435166
jasmine rice,kaffir lime leaves,0.2996976076150393
tamari soy sauce,white miso,0.26029200609569886
lemongrass,thai basil,0.2999027741299456
fresh basil,fresh oregano,0.2638610280179679
asparagus spears,reduced sodium soy sauce,0.25591905026838974
saffron,yoghurt,0.2696542581153519
coconut,fresh curry leaves,0.30637581176477174
canned tomatoes,dried rosemary,0.2553739289295356
light corn syrup,semisweet chocolate,0.29662008455751904
anise,grated orange peel,0.2662716888506084
creole seasoning,green bell pepper,0.25871280593599577
baby carrots,pearl onions,0.290711141397223
asiago,reduced fat milk,0.25949241942724227
kasuri methi,seeds,0.28471011504855037
lobster,spanish chorizo,0.28934391040829177
bacon slices,pearl onions,0.2627253594084186
basmati rice,cardamom,0.30219314236732453
agave nectar,tequila,0.28745253646420627
rolls,shredded cabbage,0.2556576331863139
red chili powder,urad dal,0.277289001057733
fish sauce,roasted peanuts,0.26992911063014
dry yeast,yellow corn meal,0.26324893877778116
cooking spray,fat free less sodium chicken broth,0.2620511405728384
creamy peanut butter,roasted peanuts,0.33028791030886423
lime wedges,radishes,0.25371091910279286
chillies,prawns,0.2670552312710241
bok choy,peeled fresh ginger,0.2554682667135792
cocoa powder,pure vanilla extract,0.2528554300159908
rotini,salami,0.27227637689961004
rice vinegar,sesame seeds,0.26885538198559333
fresh raspberries,mascarpone,0.2511836837531556
shrimp paste,thai basil,0.2934577027814649
cinnamon sticks,lamb shoulder,0.2703488298760039
sushi rice,white sesame seeds,0.2902714169376819
ice,tea bags,0.26498714741033197
amchur,garam masala,0.33811449205306343
ground cinnamon,ground nutmeg,0.33174373722977346
cashew nuts,cream,0.2891810742413862
beef stock,chuck,0.26993076408812666
enchilada sauce,mexican cheese blend,0.30681403625771697
clams,crushed red pepper,0.2565442462783492
dates,phyllo dough,0.25931914537250217
chinese five-spice powder,szechwan peppercorns,0.2530514639706093
dried apricot,dried cranberries,0.28299963465138944
enchilada sauce,monterey jack,0.2608763683764098
refrigerated piecrusts,vanilla extract,0.2648976939751715
cashew nuts,coriander powder,0.3247329535867626
clove,ghee,0.2992576623405059
kale,rib,0.25963747208646304
low salt chicken broth,wild mushrooms,0.2708380114199922
ghee,kasuri methi,0.2871758992700023
fat skimmed chicken broth,fresh chives,0.30297145877672443
fish sauce,thai basil,0.34641431374439885
couscous,garbanzo beans,0.25295619547801124
edamame,lower sodium chicken broth,0.2643528938716462
chicken livers,cognac,0.33130386143002233
coriander powder,tumeric,0.26635075401321606
marjoram,thyme,0.26743830174439587
cashew nuts,red chili powder,0.2866627106870656
bittersweet chocolate,heavy whipping cream,0.2760364004706072
chicken bouillon granules,chopped green chilies,0.2801774594522193
cream of tartar,vanilla extract,0.2714450347893329
ancho powder,cotija,0.2690679121893035
pearl onions,white mushrooms,0.2768409699923275
navel oranges,sweetened coconut flakes,0.2522369538131913
1% low-fat milk,reduced fat sharp cheddar cheese,0.25220025576618094
coconut,poppy seeds,0.27620349658437704
chicken bouillon granules,swiss cheese,0.28396255146131993
baby carrots,small red potato,0.3529643308685774
blackberries,peaches,0.29514716437990374
diced green chilies,shredded cheese,0.2944078170421474
enchilada sauce,frozen corn,0.310952553979402
ice,sweetened condensed milk,0.27646711932213575
fish sauce,peanuts,0.2674096341302335
coriander powder,cumin seed,0.33192156999354555
california bay leaves,dry red wine,0.2595723666577602
cotija,masa harina,0.2501231264968299
corn tortillas,shredded monterey jack cheese,0.29588400826646394
fenugreek leaves,fenugreek seeds,0.3170506241722372
scallions,toasted sesame oil,0.27292215313854656
italian parsley leaves,wild mushrooms,0.2619177983800125
couscous,ground cinnamon,0.2732263380859799
red cabbage,shredded carrots,0.276206607712868
lard,tomatillos,0.26375517091365264
button mushrooms,puff pastry,0.2893200202482479
fresh herbs,rosemary,0.27045041651109614
canned black beans,reduced fat sharp cheddar cheese,0.2913175734607398
boneless skinless chicken breast halves,condensed cream of chicken soup,0.27272661251246105
granulated sugar,light brown sugar,0.2741134181528825
tamari soy sauce,tofu,0.2775809529532679
refried beans,taco sauce,0.2988053744912515
dried currants,frozen pastry puff sheets,0.2747001368910248
cognac,unsweetened cocoa powder,0.2501559800979002
cardamom,cream,0.2547571197647274
jack cheese,poblano peppers,0.2822447366207738
firm tofu,miso paste,0.27650307622049114
lettuce,taco shells,0.3349365886985639
rosemary sprigs,thyme sprigs,0.3312200540810584
dried shrimp,fish stock,0.28824526856111776
warm water,yeast,0.33613901707297694
marinara sauce,part-skim ricotta cheese,0.2805206385599806
creole mustard,ground red pepper,0.2552394788825673
amchur,coriander powder,0.396825855675909
chinese rice wine,marinade,0.30416909849616297
couscous,saffron threads,0.2608295069964268
monterey jack,red enchilada sauce,0.2756583366889356
flour tortillas,jack cheese,0.27555529002577667
ghee,yoghurt,0.31602228233654295
fresh oregano leaves,italian parsley leaves,0.2523016463171802
fresh pineapple,guajillo chiles,0.27719344007966124
sour cream,taco sauce,0.26463296995852614
mace,peppercorns,0.322779785689373
cardamom,garlic paste,0.3077190821797972
cucumber,tomato juice,0.25674288237209897
basmati rice,yoghurt,0.26316282551932507
capsicum,kasuri methi,0.3794248499353441
lower sodium soy sauce,unsalted dry roast peanuts,0.42342192475237433
grated coconut,ground turmeric,0.27966765650635256
asafoetida,red chili powder,0.2851661276624952
mirin,miso paste,0.28357696242886243
gingerroot,mango chutney,0.2546353354005545
granulated garlic,pepper jack,0.2554986470329682
palm sugar,rice noodles,0.2525372832298639
mexican cheese,taco seasoning,0.28627022001478986
cooking wine,pepper flakes,0.266086149355307
miso paste,sake,0.3074477430834929
quinoa,roasted tomatoes,0.3251984558394214
lobster,mussels,0.3457260601500203
cumin seed,urad dal,0.26825198560060254
black-eyed peas,ham,0.2694510815995422
jasmine rice,light coconut milk,0.2543516676082758
fresh parmesan cheese,frozen chopped spinach,0.257325573945272
preserved lemon,tumeric,0.27075982898525125
